record_id,source_row,timestamp,observed_outcome,model_score_uncalibrated,review_at_10pct_budget,top_positive_associations,score_rank
record_1284,1284,2008-10-03 23:46:00,pass,0.009317760710061523,False,feature_132 (+0.86); feature_277 (+0.68); feature_201 (+0.51),199
record_1492,1492,2008-10-13 21:57:00,pass,0.008970628530317859,False,feature_060 (+0.63); feature_124 (+0.59); feature_271 (+0.50),200
record_1323,1323,2008-10-05 14:34:00,pass,0.00868706142329753,False,feature_132 (+0.78); feature_563 (+0.64); feature_060 (+0.56),201
record_1457,1457,2008-10-11 07:38:00,pass,0.008490256365780572,False,feature_060 (+0.66); feature_488 (+0.50); feature_132 (+0.47),202
record_1490,1490,2008-10-13 21:20:00,pass,0.008447275574739222,False,feature_124 (+0.59); feature_473 (+0.53); feature_488 (+0.50),203
record_1399,1399,2008-10-07 12:40:00,pass,0.008348459298507747,False,feature_053 (+4.63); feature_054 (+2.51); feature_000 (+0.66),204
record_1424,1424,2008-10-08 14:48:00,pass,0.008285708451553925,False,feature_060 (+0.60); feature_486 (+0.57); feature_274 (+0.45),205
record_1308,1308,2008-10-05 04:48:00,pass,0.008036021957490555,False,feature_060 (+0.71); feature_043 (+0.50); feature_563 (+0.47),206
record_1525,1525,2008-10-15 07:36:00,pass,0.00800194346523019,False,feature_032 (+1.83); feature_071 (+0.84); feature_486 (+0.60),207
record_1372,1372,2008-10-06 17:35:00,pass,0.007787984720656614,False,feature_053 (+4.75); feature_054 (+2.54); feature_423 (+0.65),208
record_1390,1390,2008-10-07 09:11:00,pass,0.007638324231561854,False,feature_060 (+0.97); feature_043 (+0.59); feature_050 (+0.52),209
record_1481,1481,2008-10-13 15:42:00,pass,0.007543476300882791,False,feature_124 (+0.71); feature_274 (+0.54); feature_006 (+0.45),210
record_1347,1347,2008-10-06 06:11:00,pass,0.007512956399947192,False,feature_415 (+0.61); feature_060 (+0.59); feature_132 (+0.59),211
record_1469,1469,2008-10-12 03:21:00,pass,0.0074604731562759605,False,feature_071 (+1.01); feature_143 (+0.57); feature_416 (+0.53),212
record_1395,1395,2008-10-07 10:51:00,pass,0.007450625320315477,False,feature_132 (+0.51); feature_124 (+0.35); feature_129 (+0.33),213
record_1413,1413,2008-10-08 05:38:00,pass,0.00737601062579186,False,feature_588 (+1.01); feature_132 (+0.56); feature_562 (+0.43),214
record_1550,1550,2008-10-16 03:56:00,pass,0.0070616467677617565,False,feature_053 (+1.11); feature_054 (+0.63); feature_486 (+0.55),215
record_1471,1471,2008-10-12 08:19:00,pass,0.0070211136574929445,False,feature_344 (+0.44); feature_054 (+0.44); feature_355 (+0.43),216
record_1274,1274,2008-10-03 19:23:00,pass,0.006956899927536768,False,feature_129 (+0.88); feature_060 (+0.63); feature_124 (+0.47),217
record_1544,1544,2008-10-15 23:45:00,pass,0.006728750611472129,False,feature_491 (+0.95); feature_133 (+0.57); feature_388 (+0.51),218
record_1421,1421,2008-10-08 12:11:00,pass,0.00671913197375442,False,feature_060 (+0.91); feature_043 (+0.57); feature_050 (+0.55),219
record_1356,1356,2008-10-06 09:11:00,pass,0.006096639490490658,False,feature_129 (+0.65); feature_060 (+0.64); feature_132 (+0.47),220
record_1516,1516,2008-10-15 01:52:00,pass,0.0058751239186258224,False,feature_060 (+0.51); feature_488 (+0.50); feature_050 (+0.38),221
record_1517,1517,2008-10-15 02:40:00,pass,0.005625343357126186,False,feature_274 (+0.99); feature_132 (+0.80); feature_133 (+0.54),222
record_1553,1553,2008-10-16 04:04:00,pass,0.005450622206695096,False,feature_491 (+0.95); feature_133 (+0.57); feature_053 (+0.37),223
record_1479,1479,2008-10-13 14:30:00,pass,0.005319719203033247,False,feature_124 (+0.81); feature_354 (+0.46); feature_488 (+0.41),224
record_1309,1309,2008-10-05 05:31:00,pass,0.005260287240279694,False,feature_132 (+0.91); feature_216 (+0.89); feature_053 (+0.44),225
record_1420,1420,2008-10-08 10:37:00,pass,0.005054200380576553,False,feature_101 (+0.79); feature_102 (+0.63); feature_096 (+0.63),226
record_1419,1419,2008-10-08 09:06:00,pass,0.004789729233000194,False,feature_071 (+1.36); feature_388 (+0.68); feature_588 (+0.58),227
record_1472,1472,2008-10-12 18:47:00,pass,0.004542977141349112,False,feature_071 (+0.89); feature_354 (+0.46); feature_124 (+0.42),228
record_1387,1387,2008-10-07 07:41:00,pass,0.004346333461321035,False,feature_101 (+0.52); feature_060 (+0.47); feature_216 (+0.42),229
record_1453,1453,2008-10-10 21:07:00,pass,0.004174027593825119,False,feature_060 (+1.06); feature_050 (+0.64); feature_043 (+0.53),230
record_1362,1362,2008-10-06 13:08:00,pass,0.004128131380997871,False,feature_415 (+0.61); feature_132 (+0.56); feature_142 (+0.49),231
record_1442,1442,2008-10-09 15:04:00,pass,0.003943320029239532,False,feature_118 (+0.75); feature_056 (+0.48); feature_354 (+0.38),232
record_1534,1534,2008-10-15 15:11:00,pass,0.003637289092589805,False,feature_132 (+0.66); feature_040 (+0.63); feature_060 (+0.35),233
record_1551,1551,2008-10-16 04:02:00,pass,0.003512379869343241,False,feature_060 (+0.53); feature_061 (+0.41); feature_132 (+0.39),234
record_1375,1375,2008-10-06 19:42:00,pass,0.0033536455905173344,False,feature_354 (+0.62); feature_132 (+0.46); feature_488 (+0.45),235
record_1351,1351,2008-10-06 07:17:00,pass,0.0032863554786103765,False,feature_129 (+0.65); feature_060 (+0.60); feature_491 (+0.55),236
record_1543,1543,2008-10-15 23:00:00,pass,0.003234505095258706,False,feature_491 (+0.95); feature_133 (+0.57); feature_056 (+0.55),237
record_1523,1523,2008-10-15 05:16:00,pass,0.0029361605429622135,False,feature_053 (+0.98); feature_132 (+0.71); feature_354 (+0.65),238
record_1476,1476,2008-10-13 12:18:00,pass,0.002929488466450574,False,feature_060 (+0.58); feature_124 (+0.57); feature_050 (+0.46),239
record_1538,1538,2008-10-15 19:15:00,pass,0.0028736011712366272,False,feature_132 (+0.66); feature_060 (+0.61); feature_354 (+0.46),240
record_1537,1537,2008-10-15 18:16:00,pass,0.0028035840454721014,False,feature_132 (+0.41); feature_485 (+0.32); feature_468 (+0.31),241
record_1406,1406,2008-10-07 18:39:00,pass,0.0027490074634988052,False,feature_132 (+0.72); feature_056 (+0.70); feature_486 (+0.56),242
record_1535,1535,2008-10-15 16:24:00,pass,0.0026845572190087935,False,feature_216 (+0.79); feature_132 (+0.66); feature_473 (+0.35),243
record_1433,1433,2008-10-08 21:45:00,pass,0.0026192518100113587,False,feature_060 (+0.85); feature_050 (+0.68); feature_043 (+0.51),244
record_1480,1480,2008-10-13 14:55:00,pass,0.002601520646590967,False,feature_124 (+0.64); feature_270 (+0.36); feature_301 (+0.32),245
record_1452,1452,2008-10-10 21:03:00,pass,0.002599318264334603,False,feature_021 (+0.51); feature_201 (+0.50); feature_132 (+0.47),246
record_1449,1449,2008-10-10 15:33:00,pass,0.002510361608300164,False,feature_060 (+0.63); feature_132 (+0.59); feature_050 (+0.39),247
record_1384,1384,2008-10-07 03:29:00,pass,0.0024445583572945853,False,feature_060 (+0.80); feature_222 (+0.78); feature_132 (+0.46),248
record_1258,1258,2008-10-02 23:32:00,pass,0.0022846409287194578,False,feature_132 (+1.12); feature_277 (+0.57); feature_354 (+0.51),249
record_1353,1353,2008-10-06 07:38:00,pass,0.002190821391479642,False,feature_129 (+0.65); feature_060 (+0.59); feature_050 (+0.58),250
record_1465,1465,2008-10-11 23:58:00,pass,0.0021248398677876706,False,feature_216 (+0.65); feature_488 (+0.50); feature_124 (+0.47),251
record_1437,1437,2008-10-09 00:23:00,pass,0.0021101705068940846,False,feature_060 (+0.86); feature_491 (+0.70); feature_043 (+0.61),252
record_1488,1488,2008-10-13 20:30:00,pass,0.002067808801798441,False,feature_032 (+1.83); feature_053 (+0.98); feature_124 (+0.59),253
record_1526,1526,2008-10-15 07:55:00,pass,0.0020620858604752743,False,feature_040 (+0.67); feature_132 (+0.49); feature_056 (+0.48),254
record_1354,1354,2008-10-06 08:24:00,pass,0.001994744672070567,False,feature_132 (+0.70); feature_060 (+0.58); feature_365 (+0.42),255
record_1462,1462,2008-10-11 15:33:00,pass,0.0019421754601556436,False,feature_588 (+1.10); feature_124 (+0.57); feature_132 (+0.42),256
record_1310,1310,2008-10-05 05:53:00,pass,0.0018989127995522157,False,feature_344 (+0.53); feature_415 (+0.42); feature_000 (+0.42),257
record_1352,1352,2008-10-06 07:35:00,pass,0.0018682858925840613,False,feature_056 (+0.70); feature_132 (+0.53); feature_344 (+0.43),258
record_1290,1290,2008-10-04 04:45:00,pass,0.0017933909845955897,False,feature_132 (+0.84); feature_056 (+0.70); feature_415 (+0.44),259
record_1430,1430,2008-10-08 18:22:00,pass,0.0017654009316550505,False,feature_060 (+0.82); feature_115 (+0.56); feature_050 (+0.52),260
record_1383,1383,2008-10-07 01:46:00,pass,0.0017510680366179545,False,feature_060 (+0.73); feature_071 (+0.69); feature_000 (+0.61),261
record_1463,1463,2008-10-11 16:25:00,pass,0.001593337483772536,False,feature_124 (+0.57); feature_588 (+0.51); feature_388 (+0.49),262
record_1510,1510,2008-10-14 23:07:00,pass,0.0014761513542991612,False,feature_115 (+0.41); feature_129 (+0.37); feature_354 (+0.33),263
record_1382,1382,2008-10-06 23:03:00,pass,0.0013791941084239584,False,feature_388 (+0.67); feature_354 (+0.57); feature_344 (+0.47),264
record_1468,1468,2008-10-12 02:59:00,pass,0.0012886844446887815,False,feature_423 (+0.50); feature_124 (+0.47); feature_054 (+0.44),265
record_1445,1445,2008-10-10 10:05:00,pass,0.0012778927041495192,False,feature_060 (+0.74); feature_040 (+0.68); feature_132 (+0.59),266
record_1475,1475,2008-10-13 11:27:00,pass,0.0012701276332475675,False,feature_124 (+0.54); feature_588 (+0.44); feature_589 (+0.43),267
record_1268,1268,2008-10-03 06:15:00,pass,0.0012227943543063318,False,feature_132 (+1.12); feature_354 (+0.58); feature_488 (+0.43),268
record_1286,1286,2008-10-04 01:49:00,pass,0.0011371427967780494,False,feature_132 (+0.86); feature_038 (+0.48); feature_305 (+0.40),269
record_1338,1338,2008-10-06 01:30:00,pass,0.0010935430189486606,False,feature_354 (+0.56); feature_132 (+0.52); feature_060 (+0.52),270
record_1524,1524,2008-10-15 06:49:00,pass,0.000998574255030752,False,feature_053 (+0.98); feature_040 (+0.67); feature_132 (+0.49),271
record_1270,1270,2008-10-03 09:30:00,pass,0.0009225640900913876,False,feature_132 (+1.32); feature_277 (+0.57); feature_354 (+0.53),272
record_1473,1473,2008-10-13 03:34:00,pass,0.0008793269217215116,False,feature_124 (+0.57); feature_415 (+0.51); feature_098 (+0.41),273
record_1350,1350,2008-10-06 07:12:00,pass,0.0008136702981987518,False,feature_354 (+0.64); feature_132 (+0.53); feature_488 (+0.46),274
record_1564,1564,2008-10-17 05:26:00,pass,0.0008051357901397377,False,feature_056 (+0.79); feature_239 (+0.31); feature_238 (+0.28),275
record_1477,1477,2008-10-13 14:06:00,pass,0.0005923486994607712,False,feature_053 (+0.98); feature_124 (+0.64); feature_071 (+0.54),276
record_1370,1370,2008-10-06 17:26:00,pass,0.0005621551293474882,False,feature_588 (+0.70); feature_050 (+0.56); feature_060 (+0.54),277
record_1355,1355,2008-10-06 08:57:00,pass,0.0005572526789464114,False,feature_053 (+4.56); feature_054 (+2.40); feature_071 (+0.62),278
record_1502,1502,2008-10-14 14:15:00,pass,0.0005071996626470599,False,feature_124 (+0.64); feature_060 (+0.55); feature_588 (+0.45),279
record_1439,1439,2008-10-09 06:06:00,pass,0.0005067832715946608,False,feature_040 (+0.75); feature_060 (+0.63); feature_050 (+0.46),280
record_1466,1466,2008-10-12 00:57:00,pass,0.0005028036652796311,False,feature_060 (+0.67); feature_124 (+0.57); feature_050 (+0.49),281
record_1291,1291,2008-10-04 09:29:00,pass,0.0003931974165086573,False,feature_053 (+4.70); feature_054 (+2.67); feature_071 (+1.06),282
record_1416,1416,2008-10-08 07:13:00,pass,0.00037903149522532114,False,feature_060 (+0.85); feature_132 (+0.72); feature_388 (+0.60),283
record_1501,1501,2008-10-14 14:07:00,pass,0.00034771028661282586,False,feature_060 (+0.59); feature_143 (+0.41); feature_416 (+0.38),284
record_1566,1566,2008-10-17 06:07:00,pass,0.0003357254423290379,False,feature_060 (+0.48); feature_102 (+0.41); feature_006 (+0.38),285
record_1491,1491,2008-10-13 21:47:00,pass,0.0003292782654177518,False,feature_060 (+0.86); feature_124 (+0.59); feature_043 (+0.49),286
record_1368,1368,2008-10-06 16:42:00,pass,0.0003082959189054987,False,feature_588 (+0.70); feature_132 (+0.55); feature_000 (+0.43),287
record_1454,1454,2008-10-10 21:16:00,pass,0.00030750286488130267,False,feature_473 (+0.92); feature_270 (+0.91); feature_201 (+0.50),288
record_1561,1561,2008-10-16 15:02:00,pass,0.00023914045906376494,False,feature_473 (+0.89); feature_415 (+0.64); feature_388 (+0.62),289
record_1404,1404,2008-10-07 17:06:00,pass,0.00023522002490802523,False,feature_132 (+0.72); feature_060 (+0.71); feature_040 (+0.68),290
record_1425,1425,2008-10-08 15:37:00,pass,0.0002270678671771352,False,feature_060 (+0.69); feature_050 (+0.50); feature_486 (+0.42),291
record_1478,1478,2008-10-13 14:29:00,pass,0.00022137070922907082,False,feature_124 (+0.81); feature_060 (+0.50); feature_355 (+0.50),292
record_1423,1423,2008-10-08 13:38:00,pass,0.0002123305475520772,False,feature_060 (+0.59); feature_216 (+0.47); feature_050 (+0.45),293
record_1434,1434,2008-10-08 22:08:00,pass,0.00014355286454624245,False,feature_060 (+0.60); feature_124 (+0.57); feature_354 (+0.49),294
record_1529,1529,2008-10-15 10:00:00,pass,0.00011837193596006087,False,feature_354 (+0.45); feature_488 (+0.44); feature_132 (+0.41),295
record_1422,1422,2008-10-08 13:35:00,pass,0.00011205888348946502,False,feature_060 (+0.89); feature_050 (+0.69); feature_132 (+0.56),296
record_1429,1429,2008-10-08 17:41:00,pass,5.697450955233357e-05,False,feature_388 (+4.79); feature_060 (+0.95); feature_071 (+0.85),297
record_1349,1349,2008-10-06 06:49:00,pass,2.9108207584502332e-05,False,feature_060 (+0.66); feature_132 (+0.53); feature_043 (+0.43),298
record_1380,1380,2008-10-06 21:48:00,pass,2.8724777415065277e-05,False,feature_460 (+0.79); feature_060 (+0.55); feature_132 (+0.46),299
record_1461,1461,2008-10-11 14:43:00,pass,7.055660572465381e-06,False,feature_060 (+0.96); feature_071 (+0.86); feature_099 (+0.71),300
record_1489,1489,2008-10-13 20:53:00,pass,2.2732148576958906e-06,False,feature_059 (+2.08); feature_333 (+1.75); feature_197 (+1.25),301
record_1374,1374,2008-10-06 18:55:00,pass,1.350447446514733e-06,False,feature_060 (+0.66); feature_344 (+0.58); feature_132 (+0.55),302
record_1459,1459,2008-10-11 07:42:00,pass,1.0159328156779186e-06,False,feature_143 (+0.57); feature_132 (+0.53); feature_416 (+0.53),303
record_1418,1418,2008-10-08 09:01:00,pass,3.8891584922268623e-07,False,feature_249 (+2.01); feature_387 (+1.92); feature_132 (+0.72),304
record_1331,1331,2008-10-05 19:45:00,pass,2.1150693592636557e-07,False,feature_388 (+1.09); feature_415 (+0.61); feature_344 (+0.52),305
record_1314,1314,2008-10-05 09:04:00,pass,1.0523999090153929e-07,False,feature_277 (+0.55); feature_099 (+0.45); feature_274 (+0.45),306
record_1319,1319,2008-10-05 11:30:00,pass,9.738733069566059e-08,False,feature_132 (+0.82); feature_277 (+0.72); feature_000 (+0.45),307
record_1408,1408,2008-10-07 20:19:00,pass,2.7620417489963633e-08,False,feature_132 (+0.54); feature_354 (+0.50); feature_038 (+0.48),308
record_1307,1307,2008-10-05 04:20:00,pass,1.1530838770802183e-08,False,feature_473 (+0.99); feature_132 (+0.86); feature_277 (+0.72),309
record_1458,1458,2008-10-11 07:39:00,pass,8.505046436493626e-10,False,feature_201 (+6.77); feature_471 (+4.71); feature_475 (+4.36),310
record_1304,1304,2008-10-05 00:33:00,pass,0.0,False,feature_275 (+1050.33); feature_277 (+5.99); feature_413 (+2.19),311
record_1320,1320,2008-10-05 12:03:00,pass,0.0,False,feature_275 (+1050.34); feature_277 (+4.51); feature_413 (+2.19),312
record_1446,1446,2008-10-10 10:46:00,pass,0.0,False,feature_275 (+1050.05); feature_413 (+2.18); feature_138 (+1.48),313
record_1456,1456,2008-10-11 06:56:00,pass,0.0,False,feature_275 (+1050.29); feature_277 (+9.43); feature_413 (+2.19),314
