feature,standardized_mean_shift,absolute_standardized_mean_shift,missing_rate_change
feature_120,-0.011934452340431929,0.011934452340431929,0.0
feature_311,-0.01179168744510942,0.01179168744510942,-0.0007980845969672786
feature_006,0.011450987193322062,0.011450987193322062,0.016706401451802296
feature_352,0.009859198293304642,0.009859198293304642,0.07643312101910828
feature_585,-0.009307317458761847,0.009307317458761847,-0.0007980845969672786
feature_494,-0.009249523735283345,0.009249523735283345,0.0
feature_222,-0.008624595195064618,0.008624595195064618,0.0
feature_583,-0.00846695471131356,0.00846695471131356,-0.0007980845969672786
feature_336,-0.007772673148053764,0.007772673148053764,-0.00558659217877095
feature_214,-0.007000113062898287,0.007000113062898287,0.07643312101910828
feature_000,0.006241388798795727,0.006241388798795727,-0.004788507581803671
feature_457,-0.005331269476625726,0.005331269476625726,-0.0007980845969672786
feature_283,0.002794263399534673,0.002794263399534673,0.006369426751592357
feature_444,-0.0025521218325974364,0.0025521218325974364,-0.0007980845969672786
feature_359,0.0021811421500358714,0.0021811421500358714,0.0
feature_117,-0.0016965570451162757,0.0016965570451162757,0.0
feature_148,0.0008270154138454566,0.0008270154138454566,0.006369426751592357
feature_499,0.0005742983434114566,0.0005742983434114566,-0.0015961691939345571
feature_204,-0.0002214825562705924,0.0002214825562705924,-0.004788507581803671
feature_122,3.4670151598314175e-05,3.4670151598314175e-05,0.004765632545584863
