transformed_feature,coefficient,absolute_coefficient,direction
missingindicator_feature_126,-0.014928038451685817,0.014928038451685817,lowers score
missingindicator_feature_121,-0.014928038451685817,0.014928038451685817,lowers score
missingindicator_feature_130,-0.014928038451685817,0.014928038451685817,lowers score
missingindicator_feature_129,-0.014928038451685817,0.014928038451685817,lowers score
missingindicator_feature_131,-0.014928038451685817,0.014928038451685817,lowers score
missingindicator_feature_123,-0.014928038451685817,0.014928038451685817,lowers score
missingindicator_feature_125,-0.014928038451685817,0.014928038451685817,lowers score
missingindicator_feature_122,-0.014928038451685817,0.014928038451685817,lowers score
missingindicator_feature_124,-0.014928038451685817,0.014928038451685817,lowers score
missingindicator_feature_247,0.01485134776768457,0.01485134776768457,raises score
missingindicator_feature_112,0.01485134776768457,0.01485134776768457,raises score
missingindicator_feature_519,0.01485134776768457,0.01485134776768457,raises score
missingindicator_feature_385,0.01485134776768457,0.01485134776768457,raises score
feature_208,0.013788076908259011,0.013788076908259011,raises score
feature_470,-0.01378733302443711,0.01378733302443711,lowers score
feature_139,0.01377008084438288,0.01377008084438288,raises score
feature_288,-0.013652947808360563,0.013652947808360563,lowers score
feature_267,0.013350811791642865,0.013350811791642865,raises score
feature_198,-0.012972173802496871,0.012972173802496871,lowers score
feature_300,0.012431629267218242,0.012431629267218242,raises score
feature_163,0.012017606150068924,0.012017606150068924,raises score
missingindicator_feature_569,0.011138023291384372,0.011138023291384372,raises score
missingindicator_feature_563,0.011138023291384372,0.011138023291384372,raises score
missingindicator_feature_562,0.011138023291384372,0.011138023291384372,raises score
missingindicator_feature_565,0.011138023291384372,0.011138023291384372,raises score
missingindicator_feature_568,0.011138023291384372,0.011138023291384372,raises score
missingindicator_feature_566,0.011138023291384372,0.011138023291384372,raises score
missingindicator_feature_567,0.011138023291384372,0.011138023291384372,raises score
missingindicator_feature_564,0.011138023291384372,0.011138023291384372,raises score
feature_483,0.010658013209606484,0.010658013209606484,raises score
feature_494,0.010598561922760711,0.010598561922760711,raises score
feature_336,0.009923226203930656,0.009923226203930656,raises score
missingindicator_feature_561,-0.009605391598733897,0.009605391598733897,lowers score
missingindicator_feature_559,-0.009605391598733897,0.009605391598733897,lowers score
missingindicator_feature_560,-0.009605391598733897,0.009605391598733897,lowers score
missingindicator_feature_558,-0.009605391598733897,0.009605391598733897,lowers score
feature_490,0.009449335241983027,0.009449335241983027,raises score
feature_076,-0.008470978164382624,0.008470978164382624,lowers score
feature_359,-0.008397283854506036,0.008397283854506036,lowers score
feature_156,0.008388593743631182,0.008388593743631182,raises score
missingindicator_feature_002,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_275,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_273,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_413,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_412,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_411,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_415,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_140,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_142,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_138,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_139,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_004,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_277,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_006,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_003,0.0072965373045708656,0.0072965373045708656,raises score
missingindicator_feature_274,0.0072965373045708656,0.0072965373045708656,raises score
feature_218,-0.006691738634745293,0.006691738634745293,lowers score
feature_429,0.006650353021110266,0.006650353021110266,raises score
feature_419,-0.00574328161609319,0.00574328161609319,lowers score
feature_480,0.005360071132776535,0.005360071132776535,raises score
feature_499,-0.004251160557235808,0.004251160557235808,lowers score
feature_304,-0.003997460326491022,0.003997460326491022,lowers score
feature_432,-0.003908957229976536,0.003908957229976536,lowers score
feature_007,-0.0038780424946813718,0.0038780424946813718,lowers score
feature_003,-0.0038466458619289498,0.0038466458619289498,lowers score
feature_343,-0.0033135544361530198,0.0033135544361530198,lowers score
feature_278,-0.0018461204889157897,0.0018461204889157897,lowers score
feature_120,-0.0018384033096471636,0.0018384033096471636,lowers score
missingindicator_feature_176,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_175,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_307,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_310,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_311,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_312,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_305,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_306,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_309,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_308,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_034,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_033,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_032,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_039,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_038,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_037,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_036,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_035,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_444,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_442,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_445,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_443,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_441,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_172,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_170,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_177,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_173,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_174,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_171,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_447,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_448,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_446,-0.0017910827361908676,0.0017910827361908676,lowers score
missingindicator_feature_510,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_500,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_511,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_499,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_093,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_092,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_103,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_104,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_377,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_376,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_365,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_366,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_228,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_227,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_239,-0.001745322772927902,0.001745322772927902,lowers score
missingindicator_feature_238,-0.001745322772927902,0.001745322772927902,lowers score
feature_047,0.001579364598390062,0.001579364598390062,raises score
feature_250,0.001568935847998342,0.001568935847998342,raises score
missingindicator_feature_164,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_166,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_160,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_161,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_021,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_022,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_023,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_159,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_162,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_163,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_303,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_304,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_301,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_302,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_299,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_300,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_430,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_434,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_026,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_435,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_029,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_025,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_436,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_024,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_437,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_438,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_433,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_432,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_431,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_028,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_030,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_031,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_439,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_440,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_298,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_297,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_296,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_295,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_027,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_165,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_169,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_168,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_294,0.0014770051901708764,0.0014770051901708764,raises score
missingindicator_feature_167,0.0014770051901708764,0.0014770051901708764,raises score
feature_559,-0.0013819501319442264,0.0013819501319442264,lowers score
missingindicator_feature_456,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_454,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_453,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_051,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_044,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_047,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_048,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_046,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_043,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_050,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_045,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_319,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_318,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_183,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_184,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_185,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_457,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_460,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_459,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_452,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_455,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_323,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_324,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_320,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_321,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_317,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_316,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_187,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_188,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_180,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_181,-0.0012886234156081046,0.0012886234156081046,lowers score
missingindicator_feature_182,-0.0012886234156081046,0.0012886234156081046,lowers score
feature_162,-0.0009106126854870349,0.0009106126854870349,lowers score
feature_318,0.0005588164586886368,0.0005588164586886368,raises score
missingindicator_feature_476,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_068,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_070,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_061,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_062,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_197,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_477,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_479,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_480,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_471,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_470,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_475,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_469,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_066,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_060,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_067,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_071,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_205,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_207,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_203,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_208,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_340,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_198,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_199,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_204,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_333,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_339,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_334,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_335,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_343,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_341,0.0004408182886030509,0.0004408182886030509,raises score
missingindicator_feature_344,0.0004408182886030509,0.0004408182886030509,raises score
feature_279,-0.00037756279054248457,0.00037756279054248457,lowers score
missingindicator_feature_100,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_101,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_108,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_368,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_107,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_106,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_105,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_102,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_094,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_091,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_096,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_095,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_098,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_367,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_099,0.0003049137032210445,0.0003049137032210445,raises score
missingindicator_feature_472,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_337,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_473,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_468,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_474,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_196,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_201,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_200,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_202,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_059,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_336,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_338,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_332,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_063,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_065,-7.994297318067091e-05,7.994297318067091e-05,lowers score
missingindicator_feature_064,-7.994297318067091e-05,7.994297318067091e-05,lowers score
feature_567,1.1219942824951997e-05,1.1219942824951997e-05,raises score
